Ramas de actividad;Tipo de indicador;Tamaño de la empresa;Total
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de producto;Total;116
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;23
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;1
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);- Exclusivamente innovadoras de producto;250 y más empleados;4
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);- Exclusivamente innovadoras de producto;Total;28
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;116
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;47
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de procesos de negocio;250 y más empleados;24
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de procesos de negocio;Total;186
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;58
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;25
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;15
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);- Exclusivamente innovadoras de procesos de negocio;Total;98
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;58
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;21
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;9
21. Saneamiento, gestión de residuos y descontaminación (CNAE 37, 38, 39);Empresas innovadoras de producto y de procesos de negocio;Total;88
22. Construcción (CNAE 41, 42, 43);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;2.398
22. Construcción (CNAE 41, 42, 43);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;486
22. Construcción (CNAE 41, 42, 43);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;94
22. Construcción (CNAE 41, 42, 43);Total de empresas innovadoras (producto y/o procesos de negocio);Total;2.977
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de producto;De 10 a 49 empleados;630
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de producto;De 50 a 249 empleados;184
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de producto;250 y más empleados;60
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de producto;Total;873
22. Construcción (CNAE 41, 42, 43);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;231
22. Construcción (CNAE 41, 42, 43);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;66
22. Construcción (CNAE 41, 42, 43);- Exclusivamente innovadoras de producto;250 y más empleados;8
22. Construcción (CNAE 41, 42, 43);- Exclusivamente innovadoras de producto;Total;304
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;2.167
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;420
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de procesos de negocio;250 y más empleados;86
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de procesos de negocio;Total;2.673
22. Construcción (CNAE 41, 42, 43);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;1.768
22. Construcción (CNAE 41, 42, 43);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;302
22. Construcción (CNAE 41, 42, 43);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;34
22. Construcción (CNAE 41, 42, 43);- Exclusivamente innovadoras de procesos de negocio;Total;2.104
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;399
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;118
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;52
22. Construcción (CNAE 41, 42, 43);Empresas innovadoras de producto y de procesos de negocio;Total;569
TOTAL SERVICIOS;Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;16.604
TOTAL SERVICIOS;Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;4.457
TOTAL SERVICIOS;Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;1.602
TOTAL SERVICIOS;Total de empresas innovadoras (producto y/o procesos de negocio);Total;22.663
TOTAL SERVICIOS;Empresas innovadoras de producto;De 10 a 49 empleados;7.583
TOTAL SERVICIOS;Empresas innovadoras de producto;De 50 a 249 empleados;2.325
TOTAL SERVICIOS;Empresas innovadoras de producto;250 y más empleados;984
TOTAL SERVICIOS;Empresas innovadoras de producto;Total;10.892
TOTAL SERVICIOS;- Exclusivamente innovadoras de producto;De 10 a 49 empleados;2.184
TOTAL SERVICIOS;- Exclusivamente innovadoras de producto;De 50 a 249 empleados;474
TOTAL SERVICIOS;- Exclusivamente innovadoras de producto;250 y más empleados;105
TOTAL SERVICIOS;- Exclusivamente innovadoras de producto;Total;2.763
TOTAL SERVICIOS;Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;14.421
TOTAL SERVICIOS;Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;3.982
TOTAL SERVICIOS;Empresas innovadoras de procesos de negocio;250 y más empleados;1.497
TOTAL SERVICIOS;Empresas innovadoras de procesos de negocio;Total;19.900
TOTAL SERVICIOS;- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;9.021
TOTAL SERVICIOS;- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;2.132
TOTAL SERVICIOS;- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;618
TOTAL SERVICIOS;- Exclusivamente innovadoras de procesos de negocio;Total;11.771
TOTAL SERVICIOS;Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;5.400
TOTAL SERVICIOS;Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;1.850
TOTAL SERVICIOS;Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;879
TOTAL SERVICIOS;Empresas innovadoras de producto y de procesos de negocio;Total;8.129
23. Comercio (CNAE 45, 46, 47);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;5.155
23. Comercio (CNAE 45, 46, 47);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;1.344
23. Comercio (CNAE 45, 46, 47);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;363
23. Comercio (CNAE 45, 46, 47);Total de empresas innovadoras (producto y/o procesos de negocio);Total;6.863
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de producto;De 10 a 49 empleados;2.161
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de producto;De 50 a 249 empleados;686
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de producto;250 y más empleados;224
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de producto;Total;3.071
23. Comercio (CNAE 45, 46, 47);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;786
23. Comercio (CNAE 45, 46, 47);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;149
23. Comercio (CNAE 45, 46, 47);- Exclusivamente innovadoras de producto;250 y más empleados;29
23. Comercio (CNAE 45, 46, 47);- Exclusivamente innovadoras de producto;Total;964
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;4.370
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;1.195
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de procesos de negocio;250 y más empleados;334
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de procesos de negocio;Total;5.899
23. Comercio (CNAE 45, 46, 47);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;2.995
23. Comercio (CNAE 45, 46, 47);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;658
23. Comercio (CNAE 45, 46, 47);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;139
23. Comercio (CNAE 45, 46, 47);- Exclusivamente innovadoras de procesos de negocio;Total;3.792
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;1.375
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;537
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;195
23. Comercio (CNAE 45, 46, 47);Empresas innovadoras de producto y de procesos de negocio;Total;2.107
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;1.398
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;392
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;180
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Total de empresas innovadoras (producto y/o procesos de negocio);Total;1.970
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de producto;De 10 a 49 empleados;558
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de producto;De 50 a 249 empleados;150
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de producto;250 y más empleados;110
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de producto;Total;818
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;192
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;41
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);- Exclusivamente innovadoras de producto;250 y más empleados;5
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);- Exclusivamente innovadoras de producto;Total;238
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;1.206
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;352
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de procesos de negocio;250 y más empleados;175
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de procesos de negocio;Total;1.732
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;840
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;242
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;70
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);- Exclusivamente innovadoras de procesos de negocio;Total;1.152
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;366
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;110
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;105
24. Transportes y almacenamiento (CNAE 49, 50, 51, 52, 53);Empresas innovadoras de producto y de procesos de negocio;Total;580
25. Hostelería (CNAE 55, 56);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;1.775
25. Hostelería (CNAE 55, 56);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;488
25. Hostelería (CNAE 55, 56);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;125
25. Hostelería (CNAE 55, 56);Total de empresas innovadoras (producto y/o procesos de negocio);Total;2.387
25. Hostelería (CNAE 55, 56);Empresas innovadoras de producto;De 10 a 49 empleados;691
25. Hostelería (CNAE 55, 56);Empresas innovadoras de producto;De 50 a 249 empleados;169
25. Hostelería (CNAE 55, 56);Empresas innovadoras de producto;250 y más empleados;48
25. Hostelería (CNAE 55, 56);Empresas innovadoras de producto;Total;908
25. Hostelería (CNAE 55, 56);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;270
25. Hostelería (CNAE 55, 56);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;59
25. Hostelería (CNAE 55, 56);- Exclusivamente innovadoras de producto;250 y más empleados;12
25. Hostelería (CNAE 55, 56);- Exclusivamente innovadoras de producto;Total;340
25. Hostelería (CNAE 55, 56);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;1.505
25. Hostelería (CNAE 55, 56);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;429
25. Hostelería (CNAE 55, 56);Empresas innovadoras de procesos de negocio;250 y más empleados;113
25. Hostelería (CNAE 55, 56);Empresas innovadoras de procesos de negocio;Total;2.047
25. Hostelería (CNAE 55, 56);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;1.084
25. Hostelería (CNAE 55, 56);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;319
25. Hostelería (CNAE 55, 56);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;77
25. Hostelería (CNAE 55, 56);- Exclusivamente innovadoras de procesos de negocio;Total;1.480
25. Hostelería (CNAE 55, 56);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;421
25. Hostelería (CNAE 55, 56);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;110
25. Hostelería (CNAE 55, 56);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;36
25. Hostelería (CNAE 55, 56);Empresas innovadoras de producto y de procesos de negocio;Total;567
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;1.778
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;631
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;199
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Total de empresas innovadoras (producto y/o procesos de negocio);Total;2.608
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de producto;De 10 a 49 empleados;1.286
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de producto;De 50 a 249 empleados;492
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de producto;250 y más empleados;162
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de producto;Total;1.940
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;212
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;64
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);- Exclusivamente innovadoras de producto;250 y más empleados;12
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);- Exclusivamente innovadoras de producto;Total;289
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;1.565
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;567
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de procesos de negocio;250 y más empleados;187
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de procesos de negocio;Total;2.319
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;491
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;139
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;37
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);- Exclusivamente innovadoras de procesos de negocio;Total;667
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;1.074
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;428
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;150
26. Información y comunicaciones (CNAE 58, 59, 60, 61, 62, 63);Empresas innovadoras de producto y de procesos de negocio;Total;1.651
26.1. Telecomunicaciones (CNAE 61);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;116
26.1. Telecomunicaciones (CNAE 61);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;51
26.1. Telecomunicaciones (CNAE 61);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;18
26.1. Telecomunicaciones (CNAE 61);Total de empresas innovadoras (producto y/o procesos de negocio);Total;185
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de producto;De 10 a 49 empleados;72
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de producto;De 50 a 249 empleados;38
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de producto;250 y más empleados;16
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de producto;Total;127
26.1. Telecomunicaciones (CNAE 61);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;6
26.1. Telecomunicaciones (CNAE 61);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;3
26.1. Telecomunicaciones (CNAE 61);- Exclusivamente innovadoras de producto;250 y más empleados;1
26.1. Telecomunicaciones (CNAE 61);- Exclusivamente innovadoras de producto;Total;10
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;110
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;48
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de procesos de negocio;250 y más empleados;17
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de procesos de negocio;Total;175
26.1. Telecomunicaciones (CNAE 61);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;44
26.1. Telecomunicaciones (CNAE 61);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;13
26.1. Telecomunicaciones (CNAE 61);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;2
26.1. Telecomunicaciones (CNAE 61);- Exclusivamente innovadoras de procesos de negocio;Total;59
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;66
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;35
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;15
26.1. Telecomunicaciones (CNAE 61);Empresas innovadoras de producto y de procesos de negocio;Total;117
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;1.272
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;419
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;122
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Total de empresas innovadoras (producto y/o procesos de negocio);Total;1.812
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de producto;De 10 a 49 empleados;972
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de producto;De 50 a 249 empleados;349
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de producto;250 y más empleados;101
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de producto;Total;1.422
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;160
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;38
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);- Exclusivamente innovadoras de producto;250 y más empleados;5
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);- Exclusivamente innovadoras de producto;Total;203
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;1.112
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;380
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de procesos de negocio;250 y más empleados;117
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de procesos de negocio;Total;1.610
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;300
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;69
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;21
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);- Exclusivamente innovadoras de procesos de negocio;Total;390
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;812
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;311
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;96
26.2. Programación, consultoría y otras actividades informáticas (CNAE 62);Empresas innovadoras de producto y de procesos de negocio;Total;1.220
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;390
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;162
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;58
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Total de empresas innovadoras (producto y/o procesos de negocio);Total;610
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de producto;De 10 a 49 empleados;242
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de producto;De 50 a 249 empleados;104
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de producto;250 y más empleados;45
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de producto;Total;391
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;47
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;23
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);- Exclusivamente innovadoras de producto;250 y más empleados;6
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);- Exclusivamente innovadoras de producto;Total;76
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;343
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de procesos de negocio;De 50 a 249 empleados;138
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de procesos de negocio;250 y más empleados;52
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de procesos de negocio;Total;534
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);- Exclusivamente innovadoras de procesos de negocio;De 10 a 49 empleados;148
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);- Exclusivamente innovadoras de procesos de negocio;De 50 a 249 empleados;57
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);- Exclusivamente innovadoras de procesos de negocio;250 y más empleados;13
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);- Exclusivamente innovadoras de procesos de negocio;Total;219
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de producto y de procesos de negocio;De 10 a 49 empleados;195
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de producto y de procesos de negocio;De 50 a 249 empleados;81
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de producto y de procesos de negocio;250 y más empleados;39
26.3. Otros servicios de información y comunicaciones (CNAE 58, 59, 60, 63);Empresas innovadoras de producto y de procesos de negocio;Total;315
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Total de empresas innovadoras (producto y/o procesos de negocio);De 10 a 49 empleados;323
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Total de empresas innovadoras (producto y/o procesos de negocio);De 50 a 249 empleados;125
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Total de empresas innovadoras (producto y/o procesos de negocio);250 y más empleados;94
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Total de empresas innovadoras (producto y/o procesos de negocio);Total;542
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de producto;De 10 a 49 empleados;151
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de producto;De 50 a 249 empleados;67
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de producto;250 y más empleados;75
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de producto;Total;293
27. Actividades financieras y de seguros (CNAE 64, 65, 66);- Exclusivamente innovadoras de producto;De 10 a 49 empleados;15
27. Actividades financieras y de seguros (CNAE 64, 65, 66);- Exclusivamente innovadoras de producto;De 50 a 249 empleados;8
27. Actividades financieras y de seguros (CNAE 64, 65, 66);- Exclusivamente innovadoras de producto;250 y más empleados;2
27. Actividades financieras y de seguros (CNAE 64, 65, 66);- Exclusivamente innovadoras de producto;Total;24
27. Actividades financieras y de seguros (CNAE 64, 65, 66);Empresas innovadoras de procesos de negocio;De 10 a 49 empleados;308
